x,y,z
-24020.19727,226.3842316,32870.12891
-24019.6582,226.384552,32869.79688
-24019.13086,226.3844757,32869.47656
-24018.60547,226.3850555,32869.15625
-24018.08008,226.3855133,32868.83984
-24017.66406,226.3843079,32868.58984
-24017.20117,226.3820648,32868.31641
-24016.65625,226.3800964,32867.99219
-24016.24414,226.3786316,32867.74609
-24015.63086,226.3750458,32867.38672
-24015.20703,226.3720398,32867.14063
-24014.76367,226.3693085,32866.88672
-24014.32422,226.3669128,32866.63281
-24013.86914,226.3641357,32866.37109
-24013.44922,226.3615112,32866.12891
-24012.83984,226.3595734,32865.78125
-24012.43945,226.3595886,32865.55469
-24011.98633,226.3599243,32865.29688
-24011.53906,226.3592377,32865.04297
-24011.05664,226.3570404,32864.77344
-24010.60547,226.3551025,32864.51953
-24010.16797,226.3542633,32864.27344
-24009.73828,226.353653,32864.03125
-24009.25586,226.3521271,32863.76172
-24008.78516,226.3503876,32863.5
-24008.33984,226.3490295,32863.25
-24007.78711,226.3491516,32862.94141
-24007.34961,226.3508453,32862.70313
-24006.89648,226.3531036,32862.44922
-24006.44531,226.3548126,32862.20313
-24005.86133,226.3557739,32861.87891
-24005.42969,226.3560181,32861.64063
-24005.00195,226.3560486,32861.40625
-24004.51172,226.3559875,32861.13672
-24004.09766,226.3561554,32860.91016
-24003.6543,226.3570099,32860.66406
-24003.05859,226.3586884,32860.33594
-24002.62109,226.3594666,32860.09375
-24002.07422,226.3593292,32859.78906
-24001.59961,226.3591919,32859.52344
-24001.07031,226.3595581,32859.23047
-24000.6543,226.3594513,32858.99609
-24000.20703,226.3583527,32858.74609
-23999.72461,226.3565063,32858.47656
-23999.1543,226.3540955,32858.15625
-23998.61914,226.3516541,32857.85156
-23998.12109,226.3494873,32857.56641
-23997.67773,226.3484802,32857.3125
-23997.23242,226.3482208,32857.05859
-23996.66602,226.3481293,32856.73438
-23996.26758,226.3478088,32856.50391
-23995.70508,226.3468933,32856.17969
-23995.26367,226.3457489,32855.92188
-23994.82031,226.3445282,32855.66016
-23994.36523,226.3438263,32855.39453
-23993.92578,226.3441467,32855.13281
-23993.48633,226.3451538,32854.87109
-23993.04492,226.3456116,32854.60547
-23992.50586,226.344635,32854.28125
-23992.11133,226.3434143,32854.04297
-23991.57813,226.3423615,32853.71484
-23991.15234,226.3419342,32853.45313
-23990.61328,226.3413696,32853.12109
-23990.18945,226.340744,32852.85938
-23989.61914,226.3397522,32852.5
-23989.09375,226.3393555,32852.16797
-23988.56641,226.3395081,32851.83203
-23988.07617,226.3393402,32851.51953
-23987.55859,226.3387451,32851.1875
-23987.02148,226.3372803,32850.83984
-23986.48438,226.3346863,32850.48828
-23985.96484,226.3326416,32850.14453
-23985.57422,226.3316345,32849.88281
-23985.14453,226.330658,32849.59375
-23984.57813,226.3287201,32849.21094
-23984.20508,226.3273315,32848.95703
-23983.70703,226.3260193,32848.61719
-23983.30078,226.3251953,32848.33984
-23982.75391,226.3238831,32847.96094
-23982.3125,226.3224792,32847.65625
-23981.8125,226.3213806,32847.30469
-23981.32031,226.3221436,32846.95703
-23980.82813,226.3237,32846.60938
-23980.44922,226.3244019,32846.33594
-23980.00195,226.3255005,32846.01563
-23979.60547,226.3269501,32845.72656
-23979.19922,226.3283386,32845.42969
-23978.64844,226.3302612,32845.02344
-23978.1543,226.3327484,32844.65625
-23977.66602,226.3345032,32844.28906
-23977.24414,226.3342743,32843.96875
-23976.8457,226.3332214,32843.66797
-23976.34766,226.3327637,32843.28906
-23975.94336,226.3334656,32842.97656
-23975.51367,226.3340607,32842.64844
-23975.11523,226.3330994,32842.33594
-23974.59375,226.3307953,32841.92969
-23974.21484,226.3298187,32841.63281
-23973.79688,226.3294067,32841.30078
-23973.39063,226.328949,32840.98047
-23973,226.3275604,32840.66797
-23972.47852,226.3240356,32840.24609
-23972.08789,226.3216705,32839.92969
-23971.59375,226.3197021,32839.52734
-23971.20508,226.3180542,32839.20703
-23970.68164,226.3155823,32838.77734
-23970.30664,226.315094,32838.46875
-23969.91602,226.3164215,32838.14063
-23969.44531,226.3184814,32837.74609
-23969.08594,226.3195801,32837.44531
-23968.61523,226.3204956,32837.04297
-23968.13672,226.3208466,32836.63281
-23967.76172,226.320282,32836.3125
-23967.36914,226.3193817,32835.97266
-23966.87109,226.3194275,32835.54688
-23966.50195,226.3203125,32835.22656
-23966.10156,226.3210907,32834.88281
-23965.5918,226.3211212,32834.44141
-23965.11914,226.3199158,32834.02734
-23964.64844,226.3183899,32833.61719
-23964.17188,226.3173218,32833.19922
-23963.83594,226.3162231,32832.90625
-23963.43945,226.3153687,32832.55469
-23962.91797,226.3165588,32832.09375
-23962.54688,226.3183899,32831.76563
-23962.12109,226.3195496,32831.38672
-23961.78125,226.3196259,32831.08203
-23961.29297,226.3187408,32830.64844
-23960.8457,226.3176422,32830.25
-23960.38672,226.3179932,32829.83984
-23959.91992,226.3204041,32829.42188
-23959.57617,226.3222809,32829.11328
-23959.12695,226.3237,32828.71094
-23958.68164,226.3239899,32828.3125
-23958.32617,226.3237,32827.99609
-23957.85156,226.322998,32827.57031
-23957.48633,226.3224487,32827.24219
-23957.10547,226.3223267,32826.90234
-23956.63867,226.3227386,32826.48438
-23956.31055,226.322876,32826.19141
-23955.81445,226.3227997,32825.74609
-23955.32617,226.3230743,32825.30859
-23954.83203,226.3235016,32824.87109
-23954.47461,226.323822,32824.55078
-23954.00781,226.3239288,32824.14063
-23953.56055,226.3234711,32823.74609
-23953.19336,226.3230896,32823.42188
-23952.80469,226.3229523,32823.08203
-23952.43164,226.3232727,32822.75391
-23951.93555,226.3237152,32822.31641
-23951.56641,226.3234406,32821.99609
-23951.09961,226.322937,32821.58594
-23950.7207,226.3226471,32821.25781
-23950.23047,226.3230438,32820.83203
-23949.77148,226.3256836,32820.43359
-23949.30273,226.3297577,32820.03125
-23948.94141,226.3321533,32819.72266
-23948.54883,226.3334045,32819.38672
-23948.14453,226.3348541,32819.04688
-23947.75586,226.3382721,32818.71875
-23947.25,226.3447723,32818.28906
-23946.88086,226.3494873,32817.98438
-23946.40039,226.3551483,32817.58203
-23946.01563,226.3596802,32817.26563
-23945.63281,226.3645325,32816.94922
-23945.12891,226.3695526,32816.53125
-23944.71289,226.3725586,32816.19141
-23944.31445,226.375885,32815.86719
-23943.83789,226.3808899,32815.48047
-23943.38086,226.3858185,32815.10938
-23942.94336,226.3900604,32814.75781
-23942.56445,226.392334,32814.45313
-23942.16602,226.3939514,32814.13672
-23941.65039,226.396286,32813.73047
-23941.2793,226.3975372,32813.4375
-23940.76563,226.397995,32813.03906
-23940.29492,226.3986359,32812.67188
-23939.91211,226.4005737,32812.37891
-23939.39648,226.4037476,32811.98047
-23939.01563,226.4057465,32811.6875
-23938.60547,226.4079437,32811.375
-23938.21484,226.4102478,32811.07813
-23937.68945,226.4143677,32810.67969
-23937.31445,226.4175568,32810.39844
-23936.88281,226.4211426,32810.07813
-23936.50781,226.4249268,32809.80469
-23936.05469,226.4305115,32809.47266
-23935.6582,226.4351807,32809.1875
-23935.24414,226.4393921,32808.88672
-23934.76953,226.4437866,32808.54297
-23934.37891,226.4472656,32808.26563
-23933.87695,226.4512939,32807.91016
-23933.38867,226.4555969,32807.56641
-23932.99023,226.4597015,32807.28516
-23932.57422,226.4649963,32806.99219
-23932.12305,226.4710693,32806.67578
-23931.60742,226.4770508,32806.32031
-23931.23828,226.4810791,32806.06641
-23930.64063,226.4872742,32805.66016
-23930.12695,226.4918365,32805.3125
-23929.75195,226.4944763,32805.05859
-23929.17773,226.4986267,32804.67578
-23928.75586,226.5023956,32804.39453
-23928.22266,226.5072174,32804.04297
-23927.74414,226.5105133,32803.73047
-23927.26758,226.5131836,32803.41797
-23926.73242,226.5167847,32803.07031
-23926.30859,226.5198669,32802.79688
-23925.86328,226.5228577,32802.51172
-23925.41797,226.5255737,32802.23047
-23924.88281,226.5294647,32801.89063
-23924.49414,226.5326996,32801.64453
-23924.07422,226.5364075,32801.37891
-23923.65039,226.54039,32801.11719
-23923.08203,226.5444183,32800.76172
-23922.67773,226.5460205,32800.51172
-23922.24414,226.548645,32800.24609
-23921.76367,226.5529022,32799.94922
-23921.34375,226.5563202,32799.69141
-23920.77148,226.5599518,32799.33984
-23920.22852,226.5639038,32799.00781
-23919.68945,226.5689087,32798.68359
-23919.19141,226.573288,32798.38281
-23918.76172,226.5767975,32798.12891
-23918.20508,226.5818634,32797.79688
-23917.66602,226.5859528,32797.47656
-23917.29492,226.5882721,32797.25391
-23916.73047,226.592514,32796.91797
-23916.19531,226.5974884,32796.60156
-23915.75586,226.6013947,32796.34375
-23915.21484,226.6060333,32796.02734
-23914.79492,226.609314,32795.78125
-23914.21484,226.6130524,32795.44531
-23913.80664,226.615509,32795.20703
-23913.29688,226.618515,32794.91406
-23912.73828,226.6221771,32794.58594
-23912.3418,226.6254425,32794.35938
-23911.79688,226.6305695,32794.04297
-23911.31641,226.6348267,32793.76172
-23910.87891,226.6377716,32793.50781
-23910.43359,226.6396942,32793.25
-23909.99219,226.641098,32792.99609
-23909.42188,226.6432037,32792.66406
-23909.01563,226.6448822,32792.42969
-23908.57813,226.6468658,32792.17969
-23908.03711,226.6494446,32791.86719
-23907.59961,226.6512299,32791.61328
-23907.16211,226.6530457,32791.35938
-23906.61328,226.6547089,32791.03906
-23906.07031,226.6557312,32790.72266
-23905.52539,226.6572571,32790.40625
-23904.99023,226.6591034,32790.08984
-23904.45313,226.6606293,32789.77734
-23903.98438,226.6621552,32789.50391
-23903.56445,226.6642914,32789.25781
-23902.99414,226.6681824,32788.92188
-23902.45117,226.6714325,32788.60156
-23901.9043,226.674408,32788.27734
-23901.48828,226.6773071,32788.03125
-23900.94727,226.6815491,32787.71094
-23900.46289,226.6851501,32787.42188
-23900.06055,226.6878662,32787.18359
-23899.53711,226.6909485,32786.87109
-23899.10938,226.6931763,32786.60938
-23898.67773,226.6956329,32786.34766
-23898.16797,226.6987915,32786.03906
-23897.76953,226.7008972,32785.79688
-23897.20313,226.7041626,32785.44922
-23896.78516,226.7073059,32785.19141
-23896.25586,226.7123871,32784.86328
-23895.70313,226.7183228,32784.52344
-23895.27344,226.72229,32784.25391
-23894.83008,226.7253876,32783.97656
-23894.29492,226.7285614,32783.64063
-23893.875,226.7311554,32783.375
-23893.32227,226.734848,32783.02344
-23892.91992,226.7384949,32782.76953
-23892.37109,226.7449341,32782.42188
-23891.99609,226.7492981,32782.17969
-23891.44336,226.7557373,32781.82422
-23891.05469,226.7605286,32781.57031
-23890.64063,226.7657013,32781.30078
-23890.16992,226.7713623,32780.99219
-23889.68164,226.7757263,32780.66797
-23889.28125,226.7783203,32780.40625
-23888.85938,226.7814331,32780.125
-23888.40039,226.7857513,32779.82031
-23887.85156,226.7900543,32779.45313
-23887.44727,226.7915649,32779.18359
-23886.94922,226.7926788,32778.84375
-23886.4668,226.7935486,32778.51172
-23886.02734,226.7946472,32778.20703
-23885.60547,226.796524,32777.91406
-23885.09766,226.7994995,32777.5625
-23884.55859,226.8020325,32777.18359
-23884.06641,226.8038635,32776.83984
-23883.53516,226.8076324,32776.46094
-23883.03125,226.8130341,32776.10156
-23882.54883,226.8175049,32775.75781
-23882.16016,226.8206329,32775.47266
-23881.75,226.824173,32775.17578
-23881.20898,226.8283691,32774.78125
-23880.73047,226.8309021,32774.42578
-23880.24805,226.8336639,32774.07031
-23879.8418,226.8373413,32773.76563
-23879.32227,226.8433228,32773.37891
-23878.84961,226.848938,32773.01953
-23878.45703,226.8527832,32772.72266
-23877.94336,226.8568726,32772.33203
-23877.55469,226.8595428,32772.03516
-23877.05273,226.8625183,32771.65234
-23876.56055,226.8655853,32771.26953
-23876.06055,226.870224,32770.88281
-23875.60938,226.8759308,32770.53125
-23875.14258,226.8811951,32770.16406
-23874.75,226.8839569,32769.85547
-23874.24609,226.8863678,32769.45703
-23873.87109,226.8885498,32769.16016
-23873.33008,226.8920593,32768.73047
-23872.88086,226.8950195,32768.36719
-23872.50781,226.8986664,32768.07031
-23872.10156,226.9031677,32767.74023
-23871.60742,226.9075317,32767.33789
-23871.14453,226.9106598,32766.96094
-23870.76172,226.9134979,32766.64844
-23870.31445,226.9165802,32766.2832
-23869.83203,226.9188843,32765.88867
-23869.44922,226.9203339,32765.57422
-23869.05273,226.922226,32765.25
-23868.53711,226.9250488,32764.82227
-23868.18164,226.9268494,32764.52539
-23867.77344,226.9298096,32764.18555
-23867.27539,226.9354858,32763.76953
-23866.91602,226.9397736,32763.4668
-23866.4082,226.9440308,32763.03906
-23865.97852,226.9461517,32762.67578
-23865.50391,226.948288,32762.27344
-23865.13672,226.9497986,32761.96289
-23864.61914,226.9525604,32761.52539
-23864.16602,226.9553986,32761.14063
-23863.79297,226.957489,32760.82422
-23863.28906,226.9612885,32760.39453
-23862.93164,226.9653625,32760.0918
-23862.44141,226.9712982,32759.67188
-23862.08984,226.974823,32759.37109
-23861.70508,226.978363,32759.04297
-23861.21484,226.9829102,32758.62109
-23860.82227,226.9863586,32758.28516
-23860.44922,226.989502,32757.96289
-23859.95508,226.9938812,32757.53906
-23859.58203,226.9969025,32757.21875
-23859.11523,227.0004578,32756.81836
-23858.65234,227.0049133,32756.41992
-23858.21094,227.0094147,32756.04102
-23857.83789,227.0132599,32755.7207
-23857.35547,227.0189362,32755.30469
-23856.99609,227.0231018,32754.99414
-23856.5293,227.0274811,32754.5918
-23856.08203,227.031189,32754.20898
-23855.66992,227.0352173,32753.85547
-23855.16211,227.0406952,32753.41992
-23854.72461,227.0453949,32753.04492
-23854.35352,227.0493622,32752.72852
-23853.9707,227.0528259,32752.40039
-23853.57813,227.0555267,32752.06445
-23853.19727,227.0574799,32751.74219
-23852.79102,227.0593262,32751.39844
-23852.30469,227.0619049,32750.98633
-23851.93555,227.0639038,32750.67383
-23851.5625,227.0663605,32750.35938
-23851.1582,227.0699768,32750.01758
-23850.66992,227.0737762,32749.60352
-23850.18945,227.0762024,32749.19727
-23849.77148,227.0788879,32748.8457
-23849.38867,227.0824432,32748.52344
-23848.99219,227.0858612,32748.19141
-23848.58594,227.0879364,32747.85156
-23848.08398,227.0890808,32747.43164
-23847.69141,227.0912933,32747.10547
-23847.30859,227.0943298,32746.78906
-23846.90625,227.0968933,32746.45703
-23846.51367,227.0993805,32746.13477
-23846.07813,227.1035004,32745.7793
-23845.69727,227.1078491,32745.46875
-23845.21289,227.1120605,32745.07422
-23844.87695,227.1137543,32744.80273
-23844.45898,227.1161346,32744.4668
-23843.93945,227.1213989,32744.05078
-23843.58008,227.1253204,32743.76563
-23843.08594,227.1292725,32743.375
-23842.69141,227.1302338,32743.0625
-23842.25195,227.1299591,32742.71484
-23841.87109,227.1297455,32742.41406
-23841.47266,227.1302185,32742.09961
-23841.10742,227.1312866,32741.81445
-23840.55078,227.1333618,32741.38086
-23840.18555,227.1357117,32741.09961
-23839.78516,227.1398315,32740.79102
-23839.36719,227.1451874,32740.46875
-23838.95508,227.1500397,32740.1543
-23838.5625,227.1534882,32739.85547
-23838.15625,227.156311,32739.54688
-23837.70703,227.1593628,32739.20703
-23837.22656,227.1627655,32738.84766
-23836.7793,227.1668396,32738.51563
-23836.30664,227.1708374,32738.16602
-23835.8418,227.174057,32737.82422
-23835.46875,227.1773376,32737.55273
-23834.94336,227.183609,32737.16797
-23834.54688,227.1880493,32736.87695
-23834.14258,227.1917877,32736.58398
-23833.59375,227.1963959,32736.18359
-23833.09961,227.2014923,32735.82617
-23832.67773,227.2069397,32735.52148
-23832.29883,227.2113342,32735.25195
-23831.75586,227.2155151,32734.86719
-23831.25586,227.2179413,32734.51758
-23830.87305,227.2199554,32734.25
-23830.46094,227.2224884,32733.96094
-23830.03906,227.2250977,32733.66797
-23829.58203,227.2277832,32733.35156
-23829.06055,227.230896,32732.99023
-23828.65625,227.2340546,32732.71094
-23828.23633,227.2376709,32732.42383
-23827.82617,227.2407684,32732.14258
-23827.40625,227.2438965,32731.85742
-23826.96484,227.2482605,32731.55859
-23826.55273,227.2531738,32731.2793
-23826.13086,227.2579193,32730.99609
-23825.68555,227.2617188,32730.69727
-23825.26758,227.2639008,32730.41797
-23824.8457,227.2650146,32730.13672
-23824.29102,227.267395,32729.76758
-23823.89844,227.2707977,32729.50781
-23823.48047,227.2756958,32729.23438
-23823.02148,227.2818298,32728.93164
-23822.60547,227.2871704,32728.66016
-23822.16602,227.2918396,32728.37305
-23821.63281,227.2971497,32728.02734
-23821.26953,227.3010254,32727.79297
-23820.74805,227.3063202,32727.45703
-23820.31836,227.3096161,32727.18359
-23819.90039,227.3120575,32726.91797
-23819.3457,227.3152771,32726.56445
-23818.81445,227.3183594,32726.22852
-23818.38086,227.3209229,32725.95313
-23817.9707,227.323761,32725.69336
-23817.43164,227.3281403,32725.35352
-23817.00781,227.3314056,32725.08789
-23816.46094,227.3348541,32724.74609
-23816.04688,227.3370056,32724.48633
-23815.54492,227.3393097,32724.17383
-23815.11719,227.3413696,32723.9082
-23814.56641,227.3443756,32723.56836
-23814.04297,227.3477783,32723.24805
-23813.65625,227.3505249,32723.00977
-23813.12305,227.3538055,32722.68359
-23812.71094,227.355423,32722.43164
-23812.16992,227.3567657,32722.09961
-23811.75781,227.3582916,32721.84766
-23811.32422,227.3607178,32721.58398
-23810.89063,227.3635559,32721.32227
-23810.32227,227.3661346,32720.97852
-23809.89648,227.3680878,32720.7207
-23809.45508,227.3717041,32720.45313
-23809.03125,227.3761444,32720.19531
-23808.60352,227.3802643,32719.93555
-23808.02734,227.3843994,32719.58398
-23807.59375,227.3870544,32719.32031
-23807.09375,227.3899384,32719.01563
-23806.61133,227.3924713,32718.72266
-23806.1875,227.3948059,32718.46484
-23805.76758,227.3972321,32718.21094
-23805.19727,227.4009094,32717.86523
-23804.64063,227.4051056,32717.5293
-23804.2168,227.4083557,32717.27539
-23803.68359,227.4124451,32716.95313
-23803.24805,227.4161224,32716.68945
-23802.72852,227.4204865,32716.375
-23802.30859,227.4236145,32716.12109
-23801.74414,227.4282074,32715.7793
-23801.33594,227.4322205,32715.53125
-23800.90234,227.4366455,32715.26953
-23800.45898,227.4409027,32715.00391
-23799.90039,227.4447021,32714.66406
-23799.49414,227.4461212,32714.41797
-23799.05078,227.4478912,32714.14844
-23798.61914,227.4507599,32713.88477
-23798.03906,227.455246,32713.5332
-23797.64453,227.4573517,32713.29297
-23797.21289,227.4593201,32713.02734
-23796.7832,227.4612885,32712.76563
-23796.21484,227.4627533,32712.41602
-23795.79883,227.4631653,32712.16211
-23795.36133,227.4640808,32711.89258
-23794.81641,227.4676666,32711.55664
-23794.33008,227.4718781,32711.25391
-23793.8125,227.4753571,32710.92969
-23793.42773,227.4774628,32710.6875
-23792.94336,227.4805603,32710.38281
-23792.51758,227.4831696,32710.11523
-23792.09961,227.4852448,32709.85156
-23791.67773,227.4881439,32709.58398
-23791.19141,227.492569,32709.27539
-23790.63672,227.4966431,32708.92188
-23790.13672,227.4996796,32708.60352
-23789.74805,227.5023499,32708.35547
-23789.30469,227.5053711,32708.07227
-23788.74414,227.5084229,32707.71289
-23788.23633,227.5111389,32707.38477
-23787.70313,227.5148926,32707.03711
-23787.30273,227.5181732,32706.77539
-23786.80664,227.5224304,32706.45313
-23786.30273,227.5270081,32706.12109
-23785.76367,227.5323944,32705.76563
-23785.36914,227.5363922,32705.50391
-23784.84961,227.5412903,32705.1582
-23784.43555,227.5450592,32704.88477
-23783.9043,227.5500488,32704.5293
-23783.40625,227.5549927,32704.19727
-23783,227.55867,32703.92188
-23782.49219,227.5630188,32703.57813
-23782.09375,227.5668945,32703.30469
-23781.53906,227.5726929,32702.92578
-23781.1543,227.576355,32702.66211
-23780.74805,227.5801239,32702.38086
-23780.20703,227.5854187,32702.00586
-23779.81641,227.5883942,32701.73242
-23779.40039,227.5908203,32701.44336
-23778.87109,227.5935364,32701.07617
-23778.46289,227.5959625,32700.78906
-23777.92969,227.5996704,32700.41406
-23777.47656,227.602417,32700.09375
-23776.9668,227.6050568,32699.72656
-23776.57422,227.6079712,32699.44531
-23776.08984,227.6127319,32699.09375
-23775.64844,227.6172791,32698.77344
-23775.13086,227.6211853,32698.39648
-23774.76563,227.6224518,32698.12891
-23774.25781,227.6236267,32697.75586
-23773.87305,227.6248779,32697.47461
-23773.36914,227.6275177,32697.10547
-23772.86328,227.6304321,32696.73047
-23772.48633,227.6319885,32696.45117
-23771.96875,227.634201,32696.06445
-23771.50195,227.6378632,32695.71484
-23770.99219,227.64328,32695.33008
-23770.50195,227.6472168,32694.96094
-23770.13672,227.6486969,32694.68555
-23769.60352,227.6508942,32694.2793
-23769.2207,227.6534576,32693.98633
-23768.72461,227.6573181,32693.60742
-23768.33008,227.6601563,32693.30273
-23767.89453,227.6630249,32692.9668
-23767.41211,227.6653137,32692.5918
-23766.92188,227.666748,32692.21094
-23766.44922,227.6683655,32691.8418
-23765.96289,227.67099,32691.46289
-23765.45313,227.6735535,32691.0625
-23765.07813,227.6750793,32690.76953
-23764.54883,227.6789551,32690.35352
-23764.05664,227.6852112,32689.96484
-23763.57031,227.6911621,32689.58008
-23763.10938,227.6946869,32689.21289
-23762.61328,227.6974945,32688.82031
-23762.24023,227.6999969,32688.52344
-23761.85742,227.7027283,32688.21875
-23761.3457,227.7068787,32687.80859
-23760.8457,227.7121735,32687.40625
-23760.47656,227.7165222,32687.10742
-23759.97461,227.7219543,32686.69922
-23759.57227,227.7251434,32686.37109
-23759.06445,227.7292328,32685.95898
-23758.5957,227.73349,32685.58008
-23758.21289,227.7368317,32685.26758
-23757.77734,227.7403412,32684.91016
-23757.39648,227.7432404,32684.59766
-23756.99219,227.7467804,32684.26367
-23756.52734,227.7505646,32683.87891
-23756.0625,227.7532196,32683.49609
-23755.67578,227.755249,32683.17578
-23755.17969,227.7595978,32682.76758
-23754.73438,227.7650604,32682.39844
-23754.38477,227.7692566,32682.10742
-23753.98047,227.7730103,32681.77148
-23753.48242,227.7766876,32681.35742
-23753.08203,227.7796631,32681.02344
-23752.58984,227.7826538,32680.61328
-23752.10938,227.7852936,32680.21289
-23751.74414,227.788147,32679.9082
-23751.36523,227.7917938,32679.58984
-23750.97461,227.7952728,32679.26367
-23750.50977,227.7985687,32678.87891
-23750.06641,227.8013153,32678.50977
-23749.70313,227.8037415,32678.20703
-23749.31641,227.8068237,32677.88281
-23748.7832,227.8124695,32677.43555
-23748.30078,227.8177032,32677.03125
-23747.92188,227.8210297,32676.71484
-23747.40234,227.8247375,32676.28125
-23746.91602,227.8278046,32675.87891
-23746.54688,227.8311005,32675.57227
-23746.18359,227.8353271,32675.27148
-23745.6543,227.8422241,32674.83594
-23745.17383,227.8475952,32674.43945
-23744.79688,227.8511047,32674.13086
-23744.30078,227.8558502,32673.7207
-23743.90625,227.8596802,32673.39648
-23743.38086,227.8640289,32672.96484
-23743.01172,227.8663483,32672.66406
-23742.58789,227.8684692,32672.31836
-23742.1875,227.8706055,32671.99023
-23741.80273,227.8730164,32671.67383
-23741.41211,227.8748779,32671.35156
-23741.01953,227.8758087,32671.03125
-23740.60742,227.87677,32670.69336
-23740.20703,227.8792114,32670.36719
-23739.80859,227.8827362,32670.04492
-23739.41211,227.8865814,32669.72461
-23738.88477,227.8919067,32669.29883
-23738.55078,227.8951874,32669.03125
-23738.02539,227.900116,32668.61133
-23737.62305,227.9033661,32668.28906
-23737.11523,227.9067535,32667.88477
-23736.63281,227.9109192,32667.49805
-23736.24219,227.9158325,32667.18945
-23735.80859,227.9216156,32666.8418
-23735.41602,227.9264374,32666.53125
-23735.00586,227.9311981,32666.20508
-23734.62109,227.9355316,32665.90234
-23734.0957,227.9411774,32665.49023
-23733.70508,227.9447479,32665.18359
-23733.22461,227.9484406,32664.80664
-23732.72852,227.9517059,32664.42188
-23732.23438,227.9541168,32664.03516
-23731.77539,227.95578,32663.67969
-23731.39844,227.9577789,32663.38672
-23730.87695,227.9616089,32662.98438
-23730.39648,227.9661865,32662.61523
-23729.9375,227.9714355,32662.26563
-23729.56641,227.9749298,32661.98047
-23729.02344,227.9781342,32661.56641
-23728.5293,227.9806824,32661.18945
-23728.14258,227.9832001,32660.89648
-23727.73242,227.986908,32660.58594
-23727.32227,227.9913788,32660.27734
-23726.85352,227.9958344,32659.92578
-23726.37305,227.9980469,32659.56445
-23725.89453,227.9989471,32659.20703
-23725.49219,228.0004883,32658.9082
-23725.10352,228.0033722,32658.62109
-23724.60742,228.0076599,32658.25391
-23724.18555,228.0103302,32657.94141
-23723.64844,228.0118866,32657.54688
-23723.26367,228.0125885,32657.26367
-23722.85352,228.0139313,32656.96289
-23722.44727,228.0157166,32656.66602
-23721.92773,228.01828,32656.28906
-23721.44531,228.0203705,32655.94141
-23720.9375,228.0222473,32655.57617
-23720.55273,228.0237427,32655.30078
-23720.12891,228.0261078,32654.99609
-23719.72656,228.0293274,32654.70898
-23719.30469,228.0333405,32654.41016
-23718.84375,228.0374146,32654.08203
-23718.35352,228.0406494,32653.73633
-23717.98242,228.0427551,32653.47461
-23717.55469,228.0454254,32653.17773
-23717.13867,228.0493469,32652.88672
-23716.57031,228.0564423,32652.49219
-23716.16406,228.0613861,32652.20898
-23715.74219,228.0661011,32651.91602
-23715.33203,228.0707855,32651.63477
-23714.80664,228.0772552,32651.27539
-23714.40625,228.0813751,32651.00195
-23713.97266,228.0849609,32650.70703
-23713.45703,228.0897522,32650.35547
-23713.05469,228.0944977,32650.08203
-23712.64258,228.0996246,32649.80469
-23712.0918,228.106369,32649.43359
-23711.69141,228.1113434,32649.16602
-23711.2832,228.1164703,32648.89453
-23710.86523,228.1215363,32648.61523
-23710.44727,228.1257629,32648.33789
-23709.84766,228.1290436,32647.93945
-23709.33984,228.130249,32647.60352
-23708.79297,228.1321411,32647.24219
-23708.39648,228.1345062,32646.98242
-23708,228.1374969,32646.7207
-23707.44531,228.1413727,32646.35547
-23707.03711,228.1435547,32646.08789
-23706.625,228.1455078,32645.82031
-23706.16992,228.1477966,32645.52539
-23705.73438,228.1501007,32645.24219
-23705.2168,228.1532898,32644.90625
-23704.81641,228.1558685,32644.64844
-23704.36133,228.1585083,32644.35547
-23703.94336,228.1607666,32644.08594
-23703.4043,228.1642151,32643.74023
-23702.98438,228.1674805,32643.47266
-23702.43945,228.1719208,32643.12109
-23701.94141,228.1756744,32642.80273
-23701.50586,228.1784668,32642.52539
-23701.05469,228.1807251,32642.23828
-23700.52539,228.1823273,32641.90039
-23700.01563,228.1832733,32641.57617
-23699.49219,228.1847992,32641.24414
-23699.05469,228.1864929,32640.9668
-23698.51953,228.1891022,32640.62891
-23698.00586,228.1920624,32640.30469
-23697.58008,228.1947937,32640.03711
-23697.16406,228.1974792,32639.77344
-23696.75781,228.2004852,32639.51758
-23696.30664,228.2045593,32639.23047
-23695.87695,228.2085571,32638.96094
-23695.45703,228.2122803,32638.69531
-23695.00977,228.2158813,32638.41406
-23694.47656,228.2197571,32638.07813
-23694.0625,228.2228699,32637.81836
-23693.62305,228.2268066,32637.54297
-23693.16016,228.2314758,32637.25195
-23692.71875,228.2363434,32636.97461
-23692.26953,228.2410126,32636.69336
-23691.84961,228.2446594,32636.42969
-23691.41211,228.2479858,32636.15625
-23690.86133,228.2521973,32635.81055
-23690.44922,228.2558289,32635.55078
-23689.96484,228.2605591,32635.25
-23689.45313,228.265274,32634.92969
-23688.96094,228.2691803,32634.62109
-23688.5332,228.272995,32634.35547
-23688.00391,228.2777557,32634.02344
-23687.45313,228.2806091,32633.67773
-23686.92188,228.2818756,32633.3457
-23686.51563,228.2827606,32633.0918
-23685.96875,228.2845154,32632.74609
-23685.55859,228.2871704,32632.48828
-23685.01758,228.293869,32632.14453
-23684.55469,228.3005219,32631.85352
-23684.11914,228.3055115,32631.57617
-23683.56641,228.3100586,32631.22656
